code,date,type,titre,demandeur,nb votants,requis,pour,contre,abstentions,demandeur REP,demandeur LAREM,demandeur FI,demandeur PS,demandeur EELV,demandeur MODEM,demandeur ND,demandeur RPS,demandeur UDRL,demandeur PCF,demandeur CDP,demandeur GOV,demandeur COM SPE
VTANR5L15V2920,2020-10-02,scrutin public ordinaire,l'article 36 du projet de loi d'accélération et de simplification de l'action publique (première lecture).,"Président du groupe ""La République en Marche""",29,15,29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2921,2020-10-02,scrutin public ordinaire,l'amendement n° 588 de M. Bernalicis après l'article 37 du projet de loi d'accélération et de simplification de l'action publique (première lecture).,"Président du groupe ""La France insoumise""",33,16,3,27,3,0,0,1,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2922,2020-10-02,scrutin public ordinaire,l'amendement de suppression n° 77 de Mme Kuster et les amendements identiques suivants à l'article 39 bis du projet de loi d'accélération et de simplification de l'action publique (première lecture).,"Président du groupe ""Les Républicains""",38,20,7,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2923,2020-10-02,scrutin public ordinaire,l'article 42 du projet de loi d'accélération et de simplification de l'action publique (première lecture).,"Président du groupe ""La République en Marche""",36,19,33,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2924,2020-10-02,scrutin public ordinaire,l'amendement n° 197 de M. Labaronne à l'article 42 bis du projet de loi d'accélération et de simplification de l'action publique (première lecture).,"Président du groupe ""Agir Ensemble""",35,16,5,25,5,0,0,0,0,0,0,0,0,1,0,0,0,0
VTANR5L15V2925,2020-10-02,scrutin public ordinaire,l'article 43 bis C du projet de loi d'accélération et de simplification de l'action publique (première lecture).,"Président du groupe ""La République en Marche""",38,19,35,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2926,2020-10-02,scrutin public ordinaire,l'amendement n° 1098 de Mme Cariou à l'article 44 quater du projet de loi d'accélération et de simplification de l'action publique (première lecture).,"Président du groupe ""Écologie Démocratie Solidarité""",30,15,3,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2927,2020-10-02,scrutin public ordinaire,l'article 44 quater du projet de loi d'accélération et de simplification de l'action publique (première lecture).,"Président du groupe ""La France insoumise""",30,16,28,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2928,2020-10-02,scrutin public ordinaire,l'amendement de suppression n° 590 de M. Bernalicis et l'amendement identique suivant à l'article 44 quinquies du projet de loi d'accélération et de simplification de l'action publique (première lecture).,"Président du groupe ""Écologie Démocratie Solidarité""",27,14,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2929,2020-10-02,scrutin public ordinaire,l'article 44 quinquies du projet de loi d'accélération et de simplification de l'action publique (première lecture).,"Président du groupe ""La France insoumise""",29,15,26,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
VTANR5L15V293,2017-11-23,scrutin public ordinaire,l'amendement n° 65 de M. Dharréville à l'article 6 du projet de loi ratifiant diverses ordonnances prises sur le fondement de la loi n° 2017-1340 du 15 septembre 2017 d'habilitation à prendre les mesures pour le renforcement du dialogue social (première lecture).,"Président du groupe ""de la Gauche démocrate et républicaine""",54,28,12,42,0,0,0,0,0,0,0,0,0,0,1,0,0,0
VTANR5L15V2930,2020-10-02,scrutin public ordinaire,l'amendement n° 1106 rectifié de Mme Beaudouin-Hubiere après l'article 46 du projet de loi d'accélération et de simplification de l'action publique (première lecture).,"Président du groupe ""La République en Marche""",25,13,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2931,2020-10-05,scrutin public ordinaire,"la motion de rejet préalable, déposée par M. Jean-Luc Mélenchon, du projet de loi relatif aux conditions de mise sur le marché de certains produits phytopharmaceutiques en cas de danger sanitaire pour les betteraves sucrières (première lecture).","Présidente du groupe ""Socialistes et apparentés""Président du groupe ""La France insoumise""",134,64,34,92,8,0,0,1,1,0,0,0,0,0,0,0,0,0
VTANR5L15V2932,2020-10-05,scrutin public ordinaire,l'amendement de suppression n° 2 de M. Falorni et les amendements identiques suivants à l'article premier du projet de loi relatif aux conditions de mise sur le marché de certains produits phytopharmaceutiques en cas de danger sanitaire pour les betteraves sucrières (première lecture).,"Président du groupe ""La France insoumise""Président du groupe ""Écologie Démocratie Solidarité""",128,62,34,88,6,0,0,1,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2933,2020-10-05,scrutin public ordinaire,l'amendement n° 20 de Mme Tuffnell à l'article premier du projet de loi relatif aux conditions de mise sur le marché de certains produits phytopharmaceutiques en cas de danger sanitaire pour les betteraves sucrières (première lecture).,"Président du groupe ""Écologie Démocratie Solidarité""",124,59,27,90,7,0,0,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2934,2020-10-05,scrutin public ordinaire,l'amendement n° 62 de Mme Panot et les amendements identiques suivants à l'article premier du projet de loi relatif aux conditions de mise sur le marché de certains produits phytopharmaceutiques en cas de danger sanitaire pour les betteraves sucrières (première lecture).,"Présidente du groupe ""Socialistes et apparentés""Président du groupe ""Écologie Démocratie Solidarité""",119,58,26,88,5,0,0,0,1,0,0,0,0,0,0,0,0,0
VTANR5L15V2935,2020-10-05,scrutin public ordinaire,l'amendement n° 61 de Mme Taurine à l'article premier du projet de loi relatif aux conditions de mise sur le marché de certains produits phytopharmaceutiques en cas de danger sanitaire pour les betteraves sucrières (première lecture).,"Président du groupe ""La France insoumise""",122,60,25,93,4,0,0,1,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2936,2020-10-05,scrutin public ordinaire,l'amendement n° 77 de M. Chassaigne et l'amendement identique suivant à l'article premier du projet de loi relatif aux conditions de mise sur le marché de certains produits phytopharmaceutiques en cas de danger sanitaire pour les betteraves sucrières (première lecture).,"Président du groupe ""UDI et Indépendants""",136,63,31,94,11,0,0,0,0,0,0,0,0,1,0,0,0,0
VTANR5L15V2937,2020-10-05,scrutin public ordinaire,l'amendement n° 60 de Mme Panot à l'article premier du projet de loi relatif aux conditions de mise sur le marché de certains produits phytopharmaceutiques en cas de danger sanitaire pour les betteraves sucrières (première lecture).,"Président du groupe ""La France insoumise""",121,59,20,97,4,0,0,1,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2938,2020-10-05,scrutin public ordinaire,l'amendement n° 90 de M. Therry à l'article premier du projet de loi relatif aux conditions de mise sur le marché de certains produits phytopharmaceutiques en cas de danger sanitaire pour les betteraves sucrières (première lecture).,"Président du groupe ""Les Républicains""",77,37,16,57,4,1,0,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2939,2020-10-05,scrutin public ordinaire,l'amendement de suppression n° 52 de Mme Panot à l'article 2 du projet de loi relatif aux conditions de mise sur le marché de certains produits phytopharmaceutiques en cas de danger sanitaire pour les betteraves sucrières (première lecture).,"Président du groupe ""La France insoumise""",69,32,8,55,6,0,0,1,0,0,0,0,0,0,0,0,0,0
VTANR5L15V294,2017-11-23,scrutin public ordinaire,l'amendement n° 358 de M. Quatennens à l'article 6 du projet de loi ratifiant diverses ordonnances prises sur le fondement de la loi n° 2017-1340 du 15 septembre 2017 d'habilitation à prendre les mesures pour le renforcement du dialogue social (première lecture).,"Président du groupe ""La France insoumise""",47,24,8,39,0,0,0,1,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2940,2020-10-06,scrutin public solennel,l'ensemble du projet de loi relatif aux conditions de mise sur le marché de certains produits phytopharmaceutiques en cas de danger sanitaire pour les betteraves sucrières (première lecture).,Conférence des Présidents,527,236,313,158,56,0,0,0,0,0,0,0,0,0,0,1,0,0
VTANR5L15V2941,2020-10-06,scrutin public solennel,l'ensemble du projet de loi d'accélération et de simplification de l'action publique (première lecture).,Conférence des Présidents,531,223,332,113,86,0,0,0,0,0,0,0,0,0,0,1,0,0
VTANR5L15V2942,2020-10-06,scrutin public ordinaire,l'ensemble de la proposition de loi visant à encadrer l'exploitation commerciale de l'image d'enfants de moins de seize ans sur les plateformes en ligne (deuxième lecture).,"Président du groupe ""La République en Marche""",69,35,69,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2943,2020-10-06,scrutin public ordinaire,l'ensemble du projet de loi relatif à la restitution de biens culturels à la République du Bénin et à la République du Sénégal (première lecture).,"Président du groupe ""La République en Marche""",55,25,49,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2944,2020-10-07,scrutin public ordinaire,l'article 24 bis du projet de loi portant diverses dispositions d'adaptation au droit de l'Union européenne en matière économique et financière (première lecture).,"Président du groupe ""La République en Marche""",57,29,56,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2945,2020-10-07,scrutin public ordinaire,l'amendement n° 36 de Mme Bergé après l'article 24 bis du projet de loi portant diverses dispositions d'adaptation au droit de l'Union européenne en matière économique et financière (première lecture).,"Président du groupe ""La République en Marche""",59,30,59,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2946,2020-10-07,scrutin public ordinaire,l'article 24 ter du projet de loi portant diverses dispositions d'adaptation au droit de l'Union européenne en matière économique et financière (première lecture).,"Président du groupe ""La République en Marche""",57,29,57,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2947,2020-10-08,scrutin public ordinaire,l'amendement de suppression n° 1 de Mme Ménard et les amendements identiques suivants à l'article 1er de la proposition de loi visant à renforcer le droit à l'avortement (première lecture).,"Président du groupe ""Les Républicains""",183,85,70,99,14,1,0,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2948,2020-10-08,scrutin public ordinaire,l'article 1er de la proposition de loi visant à renforcer le droit à l'avortement (première lecture).,"Présidente du groupe ""Socialistes et apparentés""Président du groupe ""de la Gauche démocrate et républicaine""",178,84,102,65,11,0,0,0,1,0,0,0,0,0,1,0,0,0
VTANR5L15V2949,2020-10-08,scrutin public ordinaire,l'article 1er ter de la proposition de loi visant à renforcer le droit à l'avortement (première lecture).,"Président du groupe ""Les Républicains""",132,66,77,53,2,1,0,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V295,2017-11-23,scrutin public ordinaire,l'amendement n° 208 de M. Vallaud à l'article 6 du projet de loi ratifiant diverses ordonnances prises sur le fondement de la loi n° 2017-1340 du 15 septembre 2017 d'habilitation à prendre les mesures pour le renforcement du dialogue social (première lecture).,"Président du groupe ""Nouvelle Gauche""",44,23,8,36,0,0,0,0,1,0,0,0,0,0,0,0,0,0
VTANR5L15V2950,2020-10-08,scrutin public ordinaire,l'article 2 de la proposition de loi visant à renforcer le droit à l'avortement (première lecture).,"Président du groupe ""Les Républicains""Président du groupe ""UDI et Indépendants""",142,70,80,59,3,1,0,0,0,0,0,0,0,1,0,0,0,0
VTANR5L15V2951,2020-10-08,scrutin public ordinaire,l'amendement n° 98 de Mme Firmin Le Bodo après l'article 2 bis de la proposition de loi visant à renforcer le droit à l'avortement (première lecture).,"Président du groupe ""UDI et Indépendants""",128,59,73,44,11,0,0,0,0,0,0,0,0,1,0,0,0,0
VTANR5L15V2952,2020-10-08,scrutin public ordinaire,l'ensemble de la proposition de loi visant à renforcer le droit à l'avortement (première lecture).,"Président du groupe ""Agir Ensemble""Président du groupe ""UDI et Indépendants""",152,73,86,59,7,0,0,0,0,0,0,0,0,1,0,0,0,0
VTANR5L15V2953,2020-10-08,scrutin public ordinaire,l'amendement de suppression n° 7 de Mme Ménard et l'amendement identique suivant à l'article 1er de la proposition de loi relative à de premières mesures d'interdiction de certaines pratiques génératrices de souffrances chez les animaux et d'amélioration des conditions de vie de ces derniers (première lecture).,"Président du groupe ""UDI et Indépendants""",94,45,24,64,6,0,0,0,0,0,0,0,0,1,0,0,0,0
VTANR5L15V2954,2020-10-08,scrutin public ordinaire,l'amendement n° 89 de M. Lachaud à l'article 1er de la proposition de loi relative à de premières mesures d'interdiction de certaines pratiques génératrices de souffrances chez les animaux et d'amélioration des conditions de vie de ces derniers (première lecture).,"Président du groupe ""de la Gauche démocrate et républicaine""",88,43,28,57,3,0,0,0,0,0,0,0,0,0,1,0,0,0
VTANR5L15V2955,2020-10-08,scrutin public ordinaire,l'article 1er de la proposition de loi relative à de premières mesures d'interdiction de certaines pratiques génératrices de souffrances chez les animaux et d'amélioration des conditions de vie de ces derniers (première lecture).,"Président du groupe ""UDI et Indépendants""",94,44,63,24,7,0,0,0,0,0,0,0,0,1,0,0,0,0
VTANR5L15V2956,2020-10-12,scrutin public ordinaire,"la motion de rejet préalable, déposée par M. Jean-Luc Mélenchon, du projet de loi de finances pour 2021 (première lecture).","Président du groupe ""La France insoumise""",85,43,12,73,0,0,0,1,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2957,2020-10-13,scrutin public ordinaire,l'amendement n° 1164 de M. Dufrègne après l'article 2 du projet de loi de finances pour 2021 (première lecture).,"Président du groupe ""de la Gauche démocrate et républicaine""",71,36,70,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
VTANR5L15V2958,2020-10-13,scrutin public ordinaire,l'amendement n° 1399 de Mme Cariou après l'article 2 du projet de loi de finances pour 2021 (première lecture).,"Président du groupe ""Écologie Démocratie Solidarité""",115,56,23,87,5,0,0,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2959,2020-10-13,scrutin public ordinaire,l'amendement n° 1400 de Mme Cariou et l'amendement identique suivant après l'article 2 du projet de loi de finances pour 2021 (première lecture).,"Président du groupe ""Écologie Démocratie Solidarité""",115,57,23,89,3,0,0,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V296,2017-11-23,scrutin public ordinaire,l'amendement n° 68 de M. Dharréville et amendement identique à l'article 6 du projet de loi ratifiant diverses ordonnances prises sur le fondement de la loi n° 2017-1340 du 15 septembre 2017 d'habilitation à prendre les mesures pour le renforcement du dialogue social (première lecture).,"Président du groupe ""de la Gauche démocrate et républicaine""",58,30,12,46,0,0,0,0,0,0,0,0,0,0,1,0,0,0
VTANR5L15V2960,2020-10-14,scrutin public ordinaire,l'amendement n° 656 de Mme Pires Beaune à l'article 5 du projet de loi de finances pour 2021 (première lecture).,"Présidente du groupe ""Socialistes et apparentés""",116,57,34,78,4,0,0,0,1,0,0,0,0,0,0,0,0,0
VTANR5L15V2961,2020-10-14,scrutin public ordinaire,l'amendement n° 1407 de Mme Cariou à l'article 8 du projet de loi de finances pour 2021 (première lecture).,"Président du groupe ""Écologie Démocratie Solidarité""",109,54,26,80,3,0,0,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2962,2020-10-14,scrutin public ordinaire,l'amendement n° 1408 de Mme Cariou après l'article 8 du projet de loi de finances pour 2021 (première lecture).,"Président du groupe ""Écologie Démocratie Solidarité""",107,52,23,79,5,0,0,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2963,2020-10-15,scrutin public ordinaire,l'amendement de suppression n° 413 de Mme Pires Beaune et les amendements identiques suivants à l'article 3 du projet de loi de finances pour 2021 (première lecture).,"Présidente du groupe ""Socialistes et apparentés""",93,47,19,74,0,0,0,0,1,0,0,0,0,0,0,0,0,0
VTANR5L15V2964,2020-10-15,scrutin public ordinaire,l'amendement n° 722 de Mme Dalloz et l'amendement identique suivant à l'article 3 du projet de loi de finances pour 2021 (première lecture).,"Président du groupe ""Les Républicains""",80,40,13,66,1,1,0,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2965,2020-10-15,scrutin public ordinaire,l'amendement n° 2067 de Mme Cariou à l'article 3 du projet de loi de finances pour 2021 (première lecture).,"Président du groupe ""Écologie Démocratie Solidarité""",87,44,29,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2966,2020-10-15,scrutin public ordinaire,l'amendement n° 2066 de Mme Cariou à l'article 3 du projet de loi de finances pour 2021 (première lecture).,"Président du groupe ""Écologie Démocratie Solidarité""",87,43,29,56,2,0,0,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2967,2020-10-15,scrutin public ordinaire,l'amendement n° 2075 de M. Orphelin à l'article 3 du projet de loi de finances pour 2021 (première lecture).,"Président du groupe ""Écologie Démocratie Solidarité""",89,45,16,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2968,2020-10-15,scrutin public ordinaire,l'article 3 du projet de loi de finances pour 2021 (première lecture).,"Présidente du groupe ""Socialistes et apparentés""",87,44,78,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0
VTANR5L15V2969,2020-10-15,scrutin public ordinaire,l'amendement n° 1401 de Mme Cariou et l'amendement identique suivant après l'article 3 du projet de loi de finances pour 2021 (première lecture).,"Président du groupe ""de la Gauche démocrate et républicaine""",71,34,16,51,4,0,0,0,0,0,0,0,0,0,1,0,0,0
VTANR5L15V297,2017-11-23,scrutin public ordinaire,l'amendement n° 201 de M. Vallaud à l'article 6 du projet de loi ratifiant diverses ordonnances prises sur le fondement de la loi n° 2017-1340 du 15 septembre 2017 d'habilitation à prendre les mesures pour le renforcement du dialogue social (première lecture).,"Président du groupe ""Nouvelle Gauche""",58,30,12,46,0,0,0,0,1,0,0,0,0,0,0,0,0,0
VTANR5L15V2970,2020-10-15,scrutin public ordinaire,l'amendement n° 1406 de Mme Cariou et l'amendement identique suivant après l'article 3 du projet de loi de finances pour 2021 (première lecture).,"Président du groupe ""Écologie Démocratie Solidarité""",78,39,11,65,2,0,0,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2971,2020-10-15,scrutin public ordinaire,l'article 4 du projet de loi de finances pour 2021 (première lecture).,"Présidente du groupe ""Socialistes et apparentés""",64,33,55,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0
VTANR5L15V2972,2020-10-16,scrutin public ordinaire,l'amendement n° 1279 de M. Woerth après l'article 8 du projet de loi de finances pour 2021 (première lecture).,"Président du groupe ""Les Républicains""",61,31,16,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2973,2020-10-16,scrutin public ordinaire,l'amendement n° 1881 de M. Coquerel après l'article 8 du projet de loi de finances pour 2021 (première lecture).,"Président du groupe ""La France insoumise""",62,30,10,49,3,0,0,1,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2974,2020-10-16,scrutin public ordinaire,l'amendement n° 1857 de Mme Rubin après l'article 8 du projet de loi de finances pour 2021 (première lecture).,"Président du groupe ""La France insoumise""",57,29,8,49,0,0,0,1,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2975,2020-10-16,scrutin public ordinaire,l'amendement n° 1909 de M. Roussel après l'article 8 du projet de loi de finances pour 2021 (première lecture).,"Président du groupe ""de la Gauche démocrate et républicaine""",67,33,12,53,2,0,0,0,0,0,0,0,0,0,1,0,0,0
VTANR5L15V2976,2020-10-16,scrutin public ordinaire,l'amendement n° 1981 de M. Coquerel après l'article 9 du projet de loi de finances pour 2021 (première lecture).,"Président du groupe ""La France insoumise""",61,29,12,44,5,0,0,1,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2977,2020-10-16,scrutin public ordinaire,l'amendement n° 1885 de Mme Rubin après l'article 9 du projet de loi de finances pour 2021 (première lecture).,"Président du groupe ""La France insoumise""",70,33,22,42,6,0,0,1,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2978,2020-10-16,scrutin public ordinaire,l'amendement n° 677 de Mme Magnier et les amendements identiques suivants après l'article 9 du projet de loi de finances pour 2021 (première lecture).,"Président du groupe ""Les Républicains""",71,36,30,41,0,1,0,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2979,2020-10-16,scrutin public ordinaire,l'amendement n° 2085 de M. Orphelin après l'article 9 du projet de loi de finances pour 2021 (première lecture).,"Président du groupe ""Écologie Démocratie Solidarité""",68,35,20,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V298,2017-11-23,scrutin public ordinaire,l'amendement n° 343 de M. Dharréville à l'article 6 du projet de loi ratifiant diverses ordonnances prises sur le fondement de la loi n° 2017-1340 du 15 septembre 2017 d'habilitation à prendre les mesures pour le renforcement du dialogue social (première lecture).,"Président du groupe ""de la Gauche démocrate et républicaine""",57,29,11,45,1,0,0,0,0,0,0,0,0,0,1,0,0,0
VTANR5L15V2980,2020-10-16,scrutin public ordinaire,l'amendement n° 2817 de la commission et l'amendement identique suivant après l'article 9 du projet de loi de finances pour 2021 (première lecture).,"Présiden du groupe ""Écologie Démocratie Solidarité""",64,33,60,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2981,2020-10-16,scrutin public ordinaire,l'amendement n° 164 de M. Taché et les amendements identiques suivants après l'article 9 du projet de loi de finances pour 2021 (première lecture).,"Présiden du groupe ""Écologie Démocratie Solidarité""",62,30,16,42,4,0,0,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2982,2020-10-16,scrutin public ordinaire,l'amendement de suppression n° 858 de M. de Courson et les amendements identiques suivants à l'article 13 du projet de loi de finances pour 2021 (première lecture).,"Président du groupe ""Les Républicains""",75,38,21,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2983,2020-10-16,scrutin public ordinaire,l'article 13 du projet de loi de finances pour 2021 (première lecture).,"Président du groupe ""Les Républicains""Présidente du groupe ""Socialistes et apparentés""",73,37,53,20,0,1,0,0,1,0,0,0,0,0,0,0,0,0
VTANR5L15V2984,2020-10-16,scrutin public ordinaire,l'amendement n° 1277 de M. Woerth à l'article 14 du projet de loi de finances pour 2021 (première lecture).,"Président du groupe ""Les Républicains""",61,31,11,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2985,2020-10-16,scrutin public ordinaire,l'article 14 du projet de loi de finances pour 2021 (première lecture).,"Président du groupe ""Les Républicains""",62,29,44,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2986,2020-10-16,scrutin public ordinaire,l'amendement n° 281 de M. Brun et les amendements identiques suivants à l'article 15 du projet de loi de finances pour 2021 (première lecture).,"Président du groupe ""Les Républicains""",71,33,33,32,6,1,0,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2987,2020-10-16,scrutin public ordinaire,l'amendement n° 1394 de Mme Pires Beaune et l'amendement identique suivant après l'article 16 du projet de loi de finances pour 2021 (première lecture).,"Présidente du groupe ""Socialistes et apparentés""",71,35,13,56,2,0,0,0,1,0,0,0,0,0,0,0,0,0
VTANR5L15V2988,2020-10-16,scrutin public ordinaire,l'amendement n° 2054 de Mme Pires Beaune après l'article 16 du projet de loi de finances pour 2021 (première lecture).,"Présidente du groupe ""Socialistes et apparentés""",71,36,15,56,0,0,0,0,1,0,0,0,0,0,0,0,0,0
VTANR5L15V2989,2020-10-19,scrutin public ordinaire,l'amendement n° 2944 du Gouvernement après l'article 22 du projet de loi de finances pour 2021 (première lecture).,"Président du groupe ""Les Républicains""",68,34,45,21,2,1,0,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V299,2017-11-23,scrutin public ordinaire,l'amendement n° 355 de M. Quatennens à l'article 6 du projet de loi ratifiant diverses ordonnances prises sur le fondement de la loi n° 2017-1340 du 15 septembre 2017 d'habilitation à prendre les mesures pour le renforcement du dialogue social (première lecture).,"Président du groupe ""La France insoumise""",61,30,11,48,2,0,0,1,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2990,2020-10-19,scrutin public ordinaire,l'amendement n° 2970 du Gouvernement à l'article 24 du projet de loi de finances pour 2021 (première lecture).,"Président du groupe ""Les Républicains""",110,54,105,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2991,2020-10-20,scrutin public solennel,la première partie du projet de loi de finances pour 2021 (première lecture).,Conférence des Présidents,558,275,349,199,10,0,0,0,0,0,0,0,0,0,0,1,0,0
VTANR5L15V2992,2020-10-20,scrutin public ordinaire,"la motion de rejet préalable, déposée par M. Damien Abad, du projet de loi de financement de la sécurité sociale pour 2021 (première lecture).","Président du groupe ""La République en Marche""Président du groupe ""Les Républicains""",183,92,60,123,0,1,1,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2993,2020-10-21,scrutin public ordinaire,l'amendement n° 1964 de M. Ruffin après l'article 3 du projet de loi de financement de la sécurité sociale pour 2021 (première lecture).,"Président du groupe ""La France insoumise""",104,53,19,85,0,0,0,1,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2994,2020-10-21,scrutin public ordinaire,l'amendement n° 1961 de M. Ruffin après l'article 3 du projet de loi de financement de la sécurité sociale pour 2021 (première lecture).,"Président du groupe ""La France insoumise""",110,56,22,88,0,0,0,1,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2995,2020-10-21,scrutin public ordinaire,l'amendement n° 1966 de M. Ruffin après l'article 3 du projet de loi de financement de la sécurité sociale pour 2021 (première lecture).,"Président du groupe ""La France insoumise""",114,57,19,94,1,0,0,1,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2996,2020-10-21,scrutin public ordinaire,l'amendement n° 1967 de M. Ruffin après l'article 3 du projet de loi de financement de la sécurité sociale pour 2021 (première lecture).,"Président du groupe ""La France insoumise""",104,52,18,84,2,0,0,1,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2997,2020-10-21,scrutin public ordinaire,l'amendement n° 1969 de M. Ruffin après l'article 3 du projet de loi de financement de la sécurité sociale pour 2021 (première lecture).,"Président du groupe ""La France insoumise""",99,49,14,82,3,0,0,1,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2998,2020-10-21,scrutin public ordinaire,l'amendement n° 494 de Mme Firmin Le Bodo et l'amendement identique suivant après l'article 6 du projet de loi de financement de la sécurité sociale pour 2021 (première lecture).,"Président du groupe ""Les Républicains""",109,55,38,71,0,1,0,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V2999,2020-10-21,scrutin public ordinaire,l'amendement n° 393 de M. Le Fur et les amendements identiques suivants après l'article 10 du projet de loi de financement de la sécurité sociale pour 2021 (première lecture).,"Président du groupe ""Les Républicains""",96,49,25,71,0,1,0,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V3,2017-07-10,scrutin public ordinaire,"la motion de renvoi en commission, deposee par M. Olivier Faure, du projet de loi d'habilitation a prendre par ordonnances les mesures pour le renforcement du dialogue social (premiere lecture).","President du groupe ""Nouvelle Gauche""",225,113,39,186,0,0,0,0,1,0,0,0,0,0,0,0,0,0
VTANR5L15V30,2017-07-12,scrutin public ordinaire,l'article 3 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,"Président du groupe ""Nouvelle Gauche""",176,89,155,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0
VTANR5L15V300,2017-11-23,scrutin public ordinaire,l'amendement n° 180 de M. Vallaud à l'article 6 du projet de loi ratifiant diverses ordonnances prises sur le fondement de la loi n° 2017-1340 du 15 septembre 2017 d'habilitation à prendre les mesures pour le renforcement du dialogue social (première lecture).,"Président du groupe ""Nouvelle Gauche""",49,23,4,40,5,0,0,0,1,0,0,0,0,0,0,0,0,0
VTANR5L15V3000,2020-10-21,scrutin public ordinaire,l'amendement n° 663 de M. Pauget après l'article 10 du projet de loi de financement de la sécurité sociale pour 2021 (première lecture).,"Président du groupe ""Les Républicains""",124,63,32,92,0,1,0,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V3001,2020-10-21,scrutin public ordinaire,l'amendement n° 389 de M. Le Fur et les amendements identiques suivants après l'article 10 du projet de loi de financement de la sécurité sociale pour 2021 (première lecture).,"Président du groupe ""Les Républicains""",123,62,32,91,0,1,0,0,0,0,0,0,0,0,0,0,0,0
VTANR5L15V3002,2020-10-21,scrutin public ordinaire,l'amendement n° 879 de M. Di Filippo et l'amendement identique suivant après l'article 10 du projet de loi de financement de la sécurité sociale pour 2021 (première lecture).,"Président du groupe ""Les Républicains""",122,62,30,92,0,1,0,0,0,0,0,0,0,0,0,0,0,0
